index,cate,disease_name,description,Possible_steps,image_url,cate_img
22,Potato,Bệnh sương mai,"Vật chủ chính là khoai tây, nhưng P. infestans cũng có thể lây nhiễm sang các cây solanaceous khác, bao gồm cà chua, petunias và nighthade lông, có thể đóng vai trò là nguồn tiêm cho khoai tây. Các triệu chứng đầu tiên của bệnh sương mai trên đồng ruộng là các đốm nhỏ, màu xanh nhạt đến xanh đậm, hình tròn đến hình dạng không đều. Những tổn thương này thường xuất hiện đầu tiên ở lá dưới. Các tổn thương thường bắt đầu phát triển gần đầu lá hoặc mép lá, nơi sương được giữ lại lâu nhất. Trong thời tiết mát mẻ, ẩm ướt, những tổn thương này lan rộng nhanh chóng thành các tổn thương lớn, màu nâu sẫm hoặc đen, thường xuất hiện nhờn. Các tổn thương trên lá cũng thường được bao quanh bởi một quầng sáng úa vàng","Bệnh sương mai nghiêm trọng có thể được quản lý hiệu quả bằng cách phun mancozeb dự phòng ở mức 0,25%, tiếp theo là cymoxanil + mancozeb hoặc dimethomorph + mancozeb ở mức 0,3% khi bắt đầu bệnh và thêm một lần phun mancozeb ở mức 0,25% bảy ngày sau khi sử dụng thuốc diệt nấm toàn thân ở Tây Bengal",https://www.ag.ndsu.edu/publications/crops/late-blight-in-potato/figure-2-opt.jpeg/@@images/dfe1e0b4-08d4-404a-8e66-474de72b1e91.jpeg,
23,Potato, Healthy,"Nhiều loại khoai tây cần độ ẩm phù hợp để phát triển, vì vậy hãy tưới nước thường xuyên hàng ngày khi củ phát triển. Khi bạn tưới cây khoai tây, nó sẽ đạt đến mặt đất khoảng 8-10 inch. Trong mùa nóng hoặc ấm, tưới nước cho cây khoai tây với số lượng lớn hai lần một ngày khi đất khô nhanh.","Đóng gói với các chất dinh dưỡng. Chia sẻ trên Pinterest. Chứa chất chống oxy hóa. Khoai tây rất giàu các hợp chất như flavonoid, carotenoids và axit phenolic ( 4 ). Có thể cải thiện kiểm soát lượng đường trong máu. Có thể cải thiện sức khỏe tiêu hóa. Tự nhiên không chứa gluten. Vô cùng lấp đầy. Cực kỳ linh hoạt.",https://www.garden.eco/wp-content/uploads/2018/06/can-you-eat-potato-leaves.jpg,
24,Raspberry, Healthy,"Tưới nước một inch mỗi tuần từ mùa xuân cho đến sau khi thu hoạch. Tưới nước thường xuyên tốt hơn ngâm sâu không thường xuyên. Giữ cho bụi cây mâm xôi của bạn gọn gàng bằng cách đào bất kỳ ""mút"" hoặc gậy nào mọc cách xa các hàng; Nếu bạn không đào chúng lên, chúng sẽ hút chất dinh dưỡng đi và bạn sẽ có ít quả mọng hơn vào năm tới.","Chúng cung cấp kali, cần thiết cho chức năng tim và được chứng minh là làm giảm huyết áp. Các axit béo omega-3 trong quả mâm xôi có thể giúp ngăn ngừa đột quỵ và bệnh tim. Chúng cũng chứa một khoáng chất gọi là mangan, cần thiết cho xương và da khỏe mạnh và giúp điều chỉnh lượng đường trong máu.",https://www.gardeningknowhow.com/wp-content/uploads/2009/04/raspberry.jpg,https://i.imgur.com/GurafeQ.png
25,Soybean, Healthy,Giữ các luống trồng ẩm đều cho đến khi đậu nành đẩy qua đất. Tưới nước thường xuyên trong quá trình ra hoa và hình thành quả. Tránh tưới nước trên cao có thể khiến hoa và vỏ rụng. Phủ lớp phủ khi đất ấm lên lớn hơn 60 ° F (16 ° C) để bảo tồn độ ẩm của đất.,"Giàu chất xơ, giàu protein, ít chất béo bão hòa, cholesterol, không chứa lactose, một nguồn axit béo omega-3 dồi dào, một nguồn chất chống oxy hóa giàu phytoestrogen.",https://upload.wikimedia.org/wikipedia/commons/a/ac/Soybean_leaves.jpg,https://i.imgur.com/AmgTXjd.png
26,Squash,Bệnh phấn trắng,"Các đốm phấn trắng có thể hình thành trên cả bề mặt lá trên và dưới, và nhanh chóng mở rộng thành các đốm lớn. Bệnh phấn trắng làm suy yếu cây và quả chín sớm. Quả ngày càng ít mọc trên cây bị nhiễm bệnh. Trong điều kiện ấm áp, khô ráo, bào tử mới hình thành và dễ dàng lây lan bệnh. Các triệu chứng của bệnh phấn trắng xuất hiện lần đầu tiên từ giữa đến cuối mùa hè ở Minnesota. Cung cấp chuyển động không khí tốt xung quanh cây thông qua khoảng cách thích hợp, đặt cọc cây và kiểm soát cỏ dại. Nếu các giống mẫn cảm đang phát triển trong một khu vực mà phấn trắng đã dẫn đến mất năng suất trong quá khứ, thuốc diệt nấm có thể là cần thiết.","Kết hợp một muỗng baking soda và một nửa muỗng cà phê xà phòng lỏng, không chất tẩy rửa với một gallon nước và phun hỗn hợp tự do lên cây. Nước súc miệng. Nước súc miệng bạn có thể sử dụng hàng ngày để tiêu diệt vi trùng trong miệng cũng có thể có hiệu quả trong việc tiêu diệt bào tử phấn trắng.",https://extension.umn.edu/sites/extension.umn.edu/files/styles/caption_medium/public/powdery-mildew-2.jpg?itok=Un68av52,https://i.imgur.com/8ucufve.png
27,Strawberry,Cháy lá,"Các triệu chứng cháy sém lá rất giống với giai đoạn đầu của bệnh đốm lá phổ biến (Mycosphaerella), với các đốm màu tím sẫm không đều nằm rải rác trên bề mặt lá phía trên. Khi các đốm mở rộng, chúng bắt đầu trông giống như những giọt nhựa đường, và thực sự là sự tích tụ của cơ thể đậu quả màu đen (acervuli) của nấm. Trung tâm của các đốm vẫn có màu tím (trong đốm lá Mycosphaerella chúng có màu trắng) và không có đường viền tổn thương được xác định rõ. Trong nhiễm trùng nặng, các vùng này kết hợp lại và mô giữa các tổn thương thường có màu tía đến đỏ tươi phụ thuộc vào giống cây, nhiệt độ hoặc các yếu tố khác. Lá cuối cùng chuyển sang màu nâu, khô và cuộn tròn ở mép lá tạo cho chiếc lá vẻ ngoài cháy xém. Kiểm tra acervuli và hình thái hình nón có thể giúp phân biệt giữa đốm lá và cháy lá ở giai đoạn tiến triển của bệnh. Trên bề mặt lá phía trên của các tổn thương cháy lá, acervuli có màu sẫm với các khối bào tử lấp lánh và apot tối ...","Mặc dù cháy lá trên cây dâu tây có thể gây bực bội, nhưng có một số chiến lược mà người làm vườn tại nhà có thể sử dụng để giúp ngăn chặn sự lây lan của nó trong vườn. Các phương tiện chính để kiểm soát cháy lá dâu tây phải luôn luôn là phòng ngừa. Vì mầm bệnh nấm này đan xen trên lá rụng của cây bị nhiễm bệnh, vệ sinh vườn đúng cách là chìa khóa. Điều này bao gồm việc loại bỏ các mảnh vụn vườn bị nhiễm bệnh từ mảng dâu tây, cũng như thường xuyên thiết lập các ca cấy dâu tây mới. Việc tạo ra các đồn điền mới và các mảng dâu tây là chìa khóa để duy trì thu hoạch dâu tây nhất quán, vì các cây già có nhiều khả năng có dấu hiệu nhiễm trùng nặng.",https://content.ces.ncsu.edu/media/images/17531_IMG_2126.JPG,https://i.imgur.com/8WKaAnW.png
28,Strawberry, Healthy,"Tìm cho chúng một nơi đầy nắng vì chúng yêu thích và cần nhiều ánh sáng. Tôi thích một nơi mà họ nhận được mặt trời buổi sáng. Nếu bạn để chúng trong chậu và / hoặc các vật chứa khác, tốt nhất là di chuyển chúng vào ban ngày để tận dụng ánh sáng mặt trời thay đổi. Chúng là những cây khát nước. Tưới nước cho chúng hàng ngày, đặc biệt nếu chúng đang sản xuất trái cây. Tốt nhất là làm điều đó vào buổi sáng và tránh làm ướt lá để phòng bệnh. Giữ chúng được bảo vệ khỏi điều kiện thời tiết khắc nghiệt và gió. Xin lưu ý rằng ngay cả khi họ thích ánh sáng mặt trời, việc tiếp xúc với ánh sáng mặt trời trực tiếp giữa trưa cũng có thể gây hại. Kiểm tra chậu để thoát nước tốt. Giữ cỏ dại và cây không mong muốn trong kiểm tra. Bạn cần bón phân cho chúng vì chúng cần rất nhiều năng lượng để sản xuất dâu tây. Mua phân bón cân bằng (10-10-10, 12-12-12, v.v.). Thực hiện theo các hướng dẫn vì quá nhiều phân bón có thể làm giảm năng suất trái cây và nó cũng có thể kích thích sản xuất Á hậu.","Hình trái tim của quả dâu tây là manh mối đầu tiên cho thấy loại quả này tốt cho bạn. Những gói nhỏ mạnh mẽ này bảo vệ trái tim của bạn, tăng cholesterol HDL (tốt), giảm huyết áp và bảo vệ chống ung thư.  Được đóng gói với vitamin, chất xơ và đặc biệt là hàm lượng chất chống oxy hóa cao được gọi là polyphenol, dâu tây là một loại thực phẩm không có natri, không có chất béo, không có cholesterol, ít calo. Chúng nằm trong số 20 loại trái cây hàng đầu về khả năng chống oxy hóa và là nguồn cung cấp mangan và kali tốt. Chỉ một khẩu phần - khoảng tám quả dâu tây - cung cấp nhiều vitamin C hơn một quả cam.",https://www.canr.msu.edu/uploads/images/7-12-11-MARK-plhstrw4.jpg,
29,Tomato,đốm vi khuẩn,"Bệnh đốm vi khuẩn của cà chua là một căn bệnh có khả năng tàn phá, trong trường hợp nghiêm trọng, có thể dẫn đến trái cây không thể bán được và thậm chí chết cây.  Bệnh đốm vi khuẩn có thể xảy ra bất cứ nơi nào cà chua được trồng, nhưng được tìm thấy thường xuyên nhất ở vùng khí hậu ấm áp, ẩm ướt, cũng như trong nhà kính.  Bệnh thường là một vấn đề ở Wisconsin.Bệnh đốm vi khuẩn có thể ảnh hưởng đến tất cả các bộ phận trên mặt đất của cây cà chua, bao gồm lá, thân và quả.  Đốm vi khuẩn xuất hiện trên lá dưới dạng các khu vực hình tròn nhỏ (nhỏ hơn ? inch), đôi khi ướt sũng nước (tức là trông ẩm ướt).  Các đốm ban đầu có thể có màu vàng-xanh, nhưng sẫm màu đến nâu đỏ khi chúng già đi.  Khi bệnh nặng, vàng lá lan rộng và rụng lá cũng có thể xảy ra.  Trên quả xanh, các đốm thường nhỏ, nổi lên và giống như vết phồng rộp, và có thể có quầng sáng màu vàng.  Khi quả trưởng thành, các đốm mở rộng (đạt kích thước tối đa 1/4 inch) và chuyển sang màu nâu, ghẻ và sần sùi.  Các đốm trưởng thành có thể được nâng lên, hoặc chìm với các cạnh nổi lên.","Trồng hạt giống hoặc cấy ghép không có mầm bệnh để ngăn chặn sự xâm nhập của mầm bệnh đốm vi khuẩn trên hạt giống hoặc cây con bị ô nhiễm.  Nếu không có nguồn hạt giống sạch hoặc bạn nghi ngờ rằng hạt giống của bạn bị ô nhiễm, hãy ngâm hạt giống trong nước ở 122 ° F trong 25 phút để tiêu diệt mầm bệnh.  Để giữ cho lá khô ráo và ngăn chặn sự lây lan của mầm bệnh, tránh tưới nước trên cao (ví dụ: bằng đũa phép hoặc vòi phun nước) của cây đã thành lập và thay vào đó sử dụng băng nhỏ giọt hoặc vòi ngâm.  Ngoài ra, để ngăn ngừa lây lan, KHÔNG xử lý cây khi chúng ướt (ví dụ: do sương) và thường xuyên khử trùng dụng cụ bằng dung dịch tẩy 10% hoặc (tốt hơn) cồn 70% (ví dụ: cồn xát).  Khi đốm vi khuẩn là một vấn đề tái diễn, hãy xem xét sử dụng các ứng dụng phòng ngừa các sản phẩm gốc đồng đã đăng ký sử dụng trên cà chua, đặc biệt là trong thời kỳ ấm áp, ẩm ướt.  Tuy nhiên, hãy nhớ rằng nếu sử dụng quá mức hoặc trong thời gian dài, đồng có thể không còn kiểm soát được bệnh.  Hãy chắc chắn đọc và làm theo tất cả các nhãn ...",https://www.growingproduce.com/wp-content/uploads/2019/08/bacterial_spot_tomato.jpg,https://i.imgur.com/zgsPhwk.png
30,Tomato,Bệnh sương mai,"Bệnh sương mai sớm là một trong những bệnh cà chua phổ biến nhất, xảy ra gần như mỗi mùa ở bất cứ nơi nào cà chua được trồng. Nó ảnh hưởng đến lá, quả và thân cây và có thể hạn chế năng suất nghiêm trọng khi sử dụng các giống cây mẫn cảm và thời tiết thuận lợi. Rụng lá nghiêm trọng có thể xảy ra và dẫn đến cháy nắng trên quả. Bệnh bạc lá sớm là phổ biến ở cả đồng ruộng và sản xuất cà chua đường hầm cao ở Minnesota.","Cắt tỉa hoặc cây cọc để cải thiện lưu thông không khí và giảm các vấn đề về nấm. Đảm bảo khử trùng kéo cắt tỉa của bạn (một phần thuốc tẩy đến 4 phần nước) sau mỗi lần cắt. Giữ đất dưới gốc cây sạch sẽ và không có mảnh vụn vườn. Thêm một lớp phân hữu cơ để ngăn các bào tử bắn ngược lên thảm thực vật. Vòi tưới nhỏ giọt và vòi ngâm có thể được sử dụng để giúp giữ cho tán lá khô. Để kiểm soát tốt nhất, hãy áp dụng thuốc diệt nấm gốc đồng sớm, hai tuần trước khi bệnh thường xuất hiện hoặc khi dự báo thời tiết dự đoán thời tiết ẩm ướt kéo dài. Ngoài ra, bắt đầu điều trị khi bệnh xuất hiện lần đầu tiên và lặp lại sau mỗi 7-10 ngày miễn là cần thiết. Chứa đồng và pyrethrins, Bonide® Garden Dust là một biện pháp kiểm soát an toàn, một bước cho nhiều cuộc tấn công của côn trùng và các vấn đề về nấm. Để có kết quả tốt nhất, hãy phủ cả ngọn và mặt dưới của lá bằng một lớp màng mỏng đồng nhất hoặc bụi. Tùy thuộc vào mật độ tán lá, 10 oz sẽ bao phủ 625 sq ft. Lặp lại các ứng dụng cứ sau 7-10 ngày, khi cần thiết.",https://extension.umn.edu/sites/extension.umn.edu/files/styles/large/public/early-blight-leaf-tomato.jpg?itok=woYQQlrF,
31,Tomato,Bệnh sương mai,"Bệnh sương mai là do oomycete Phytophthora infestans gây ra. Oomycetes là những sinh vật giống nấm còn được gọi là nấm mốc nước, nhưng chúng không phải là nấm thực sự. Có nhiều chủng P. infestans khác nhau. Chúng được gọi là dòng dõi vô tính và được chỉ định bởi một mã số (tức là US-23). Nhiều dòng dõi vô tính ảnh hưởng đến cả cà chua và khoai tây, nhưng một số dòng dõi đặc trưng cho vật chủ này hay vật chủ khác. Bệnh sương mai là một căn bệnh có khả năng tàn phá cà chua và khoai tây, lây nhiễm lá, thân và quả của cây cà chua. Bệnh lây lan nhanh chóng trên các cánh đồng và có thể dẫn đến mất mùa hoàn toàn nếu không được điều trị. Bệnh sương mai của khoai tây là nguyên nhân gây ra nạn đói khoai tây Ailen vào cuối những năm 1840.","Vệ sinh là bước đầu tiên trong việc kiểm soát bệnh sương mai cà chua. Dọn dẹp tất cả các mảnh vụn và trái cây rơi từ khu vực vườn. Điều này đặc biệt cần thiết ở những khu vực ấm hơn, nơi không thể đóng băng kéo dài và bệnh cà chua sương mai có thể đan xen trong quả rụng. Hiện tại, không có giống cà chua nào có khả năng kháng bệnh bạc lá cà chua muộn, vì vậy cây cần được kiểm tra ít nhất hai lần một tuần. Vì các triệu chứng bệnh sương mai có nhiều khả năng xảy ra trong điều kiện ẩm ướt, nên cần cẩn thận hơn trong những thời điểm đó. Đối với người làm vườn tại nhà, thuốc diệt nấm có chứa maneb, mancozeb, chlorothanolil hoặc đồng cố định có thể giúp bảo vệ cây khỏi bệnh bạc lá cà chua muộn. Các ứng dụng lặp đi lặp lại là cần thiết trong suốt mùa sinh trưởng vì bệnh có thể tấn công bất cứ lúc nào. Đối với người làm vườn hữu cơ, có một số sản phẩm đồng cố định được phê duyệt sử dụng; Nếu không, tất cả các cây bị nhiễm bệnh phải được loại bỏ và tiêu hủy ngay lập tức.","https://www.canr.msu.edu/contentAsset/image/e97d1ef0-5b55-49b0-ab4e-c57dcbeca65e/fileAsset/filter/Resize,Jpeg/resize_w/750/jpeg_q/80",
32,Tomato,Nấm mốc lá,"Nấm mốc lá cà chua là một bệnh nấm có thể phát triển khi có thời gian ẩm ướt lá kéo dài và độ ẩm tương đối cao (lớn hơn 85%). Do yêu cầu độ ẩm này, bệnh được nhìn thấy chủ yếu trong các nhà kho và nhà kính. Nấm mốc lá cà chua có thể phát triển trong nhiệt độ đầu mùa xuân (50,9 độ F) hoặc những đặc điểm của mùa hè (90 F). Nhiệt độ tối ưu khuôn lá cà chua là ở những năm 70 thấp.  Các triệu chứng của bệnh bao gồm các đốm vàng ở bề mặt lá phía trên. Các khối bào tử màu xanh ô liu rời rạc có thể được nhìn thấy ở mặt dưới của lá bị ảnh hưởng.","Khi xử lý cây cà chua bằng thuốc diệt nấm, hãy chắc chắn che phủ tất cả các khu vực của cây trên đất, đặc biệt là mặt dưới của lá, nơi bệnh thường hình thành. Thuốc xịt gốc canxi clorua được khuyến cáo để điều trị các vấn đề về nấm mốc lá. Các lựa chọn thuốc diệt nấm hữu cơ cũng có sẵn.",https://www.gardeningknowhow.com/wp-content/uploads/2018/04/tomato-leaf-mold-400x300.jpg,
33,Tomato,Bệnh đốm lá Septoria,"Bệnh đốm lá Septoria là do một loại nấm, Septoria lycopersici gây ra. Đây là một trong những bệnh phá hoại nhất của tán lá cà chua và đặc biệt nghiêm trọng ở những khu vực có thời tiết ẩm ướt, ẩm ướt kéo dài trong thời gian dài. Đốm lá Septoria thường xuất hiện ở lá dưới sau khi bộ quả đầu tiên. Các đốm có hình tròn, đường kính khoảng 1/16 đến 1/4 inch với rìa màu nâu sẫm và trung tâm màu nâu đến xám với cấu trúc quả nhỏ màu đen. Đặc trưng, có nhiều đốm trên lá. Bệnh này lây lan lên từ tăng trưởng già nhất đến trẻ nhất. Nếu tổn thương lá nhiều, lá chuyển sang màu hơi vàng, sau đó màu nâu, và sau đó khô héo. Nhiễm trùng trái cây là rất hiếm.","Loại bỏ lá bệnh.  Cải thiện lưu thông không khí xung quanh cây. Phủ xung quanh gốc cây. Phủ rơm sẽ làm giảm đất bắn tung tóe, có thể chứa bào tử nấm liên quan đến các mảnh vụn. Áp dụng lớp phủ sau khi đất đã ấm lên. Không sử dụng tưới nước trên cao. Tưới nước trên cao tạo điều kiện cho nhiễm trùng và lây lan bệnh. Sử dụng vòi ngâm ở gốc cây để giữ cho tán lá khô. Tưới nước vào đầu ngày. Kiểm soát cỏ dại. Nighthade và horsenettle thường là vật chủ của đốm lá Septoria và nên được diệt trừ xung quanh khu vườn. Sử dụng luân canh cây trồng. Năm tới không trồng cà chua trở lại cùng vị trí nơi cà chua bị bệnh phát triển. Đợi 1 năm2 trước khi trồng lại cà chua ở những khu vực này. Sử dụng thuốc xịt diệt nấm.",https://www.missouribotanicalgarden.org/portals/0/Gardening/Gardening%20Help/images/Pests/Septoria_Leaf_Spot_of_Tomato187.jpg,
34,Tomato,Nhện nhện | Nhện hai đốm,"Nhện nhện hai đốm là loài ve phổ biến nhất tấn công cây rau và trái cây ở New England. Nhện nhện có thể xảy ra trong cà chua, cà tím, khoai tây, cây nho như dưa, dưa chuột và các loại cây trồng khác. Nhện nhện hai đốm là một trong những loài gây hại quan trọng nhất của cà tím. Chúng có tới 20 thế hệ mỗi năm và được ưa chuộng bởi nitơ dư thừa và điều kiện khô và bụi. Sự bùng phát thường được gây ra bởi việc sử dụng thuốc trừ sâu phổ rộng can thiệp vào nhiều kẻ thù tự nhiên giúp quản lý quần thể ve. Như với hầu hết các loài gây hại, bắt vấn đề sớm sẽ có nghĩa là kiểm soát dễ dàng hơn.","Tránh những cánh đồng cỏ dại và không trồng cà tím liền kề với cây họ đậu. Tránh các ứng dụng thuốc trừ sâu đầu mùa, phổ rộng cho các loài gây hại khác. Đừng bón phân quá nhiều. Tưới tiêu trên cao hoặc thời gian mưa kéo dài có thể giúp giảm dân số.",https://entomology.ca.uky.edu/files/styles/panopoly_image_original/public/310a.jpg?itok=XNlP0H9H,
35,Tomato,Điểm mục tiêu,"Bệnh bắt đầu trên lá già và lan lên trên. Dấu hiệu đầu tiên là những đốm có hình dạng không đều (dưới 1 mm) với lề màu vàng . Một số điểm phóng to lên đến 10 mm và hiển thị các vòng đặc điểm, do đó có tên là ""điểm mục tiêu"" . Lây lan sang tất cả các lá chét và sang các lá khác rất nhanh , khiến lá chuyển sang màu vàng, sụp đổ và chết . Các đốm cũng xảy ra trên thân cây. Chúng dài và mỏng. Những đốm nhỏ màu nâu nhạt với rìa tối cũng có thể xảy ra trên quả. Các bào tử được phát tán bởi mưa gió thổi, và nếu thời tiết ẩm ướt gió tiếp tục trong một vài ngày, sự lây lan nhanh chóng và cây mất lá nhanh chóng.","Kiểm soát văn hóa là quan trọng. Những điều sau đây nên được thực hiện: Không trồng cây mới bên cạnh những cây cũ có bệnh. Trồng càng xa đu đủ càng tốt, đặc biệt nếu lá có những đốm góc nhỏ (Ảnh 5). Kiểm tra tất cả các cây con trong vườn ươm, và vứt bỏ bất kỳ cây con nào có đốm lá. Loại bỏ một vài nhánh từ phần dưới của cây để cho phép luồng không khí tốt hơn ở gốc Loại bỏ và đốt lá dưới ngay khi thấy bệnh, đặc biệt là sau khi giàn quả thấp hơn đã được hái. Giữ cho các mảnh đất không có cỏ dại, vì một số có thể là vật chủ của nấm. Không sử dụng nước tưới trên cao; Nếu không, nó sẽ tạo điều kiện cho sản xuất bào tử và nhiễm trùng. Thu thập và đốt càng nhiều cây trồng càng tốt khi thu hoạch hoàn tất. Thực hành luân canh cây trồng, để lại 3 năm trước khi trồng lại cà chua trên cùng một vùng đất.",https://barmac.com.au/wp-content/uploads/sites/3/2016/01/Target-Spot-Tomato1.jpg,
36,Tomato,Virus xoăn lá vàng,"Tomato yellow leaf curl virus là một loài thuộc chi Begomovirus và họ Geminiviridae. Nhiễm vi-rút xoăn lá vàng cà chua (TYLCV) gây ra các triệu chứng nghiêm trọng trên cây cà chua và gây tổn thất năng suất nghiêm trọng trên toàn thế giới. TYLCV được truyền liên tục bởi ruồi trắng khoai lang, Bemisia tabaci (Gennadius). Các giống cây trồng và giống lai với một hoặc một vài gen có khả năng kháng TYLCV thường được trồng để giảm thiểu tổn thất do TYLCV gây ra. Những kiểu gen kháng thuốc này (giống hoặc giống lai) không miễn dịch với TYLCV. Chúng thường bị nhiễm trùng toàn thân, biểu hiện các triệu chứng nhẹ và tạo ra cà chua dễ bán trên thị trường hơn so với các kiểu gen nhạy cảm dưới áp lực TYLCV. Trong một số hệ thống bệnh lý, việc sử dụng rộng rãi các giống kháng bệnh với gen kháng trội duy nhất đã dẫn đến áp lực chọn lọc mạnh mẽ đối với virus, phát triển các chủng có độc lực cao và sự cố kháng thuốc.",Chỉ sử dụng cấy ghép cà chua và hạt tiêu không có vi-rút và ruồi trắng. Cấy ghép nên được điều trị bằng Capture (bifenthrin) hoặc Venom (dinotefuran) cho người lớn ruồi trắng và Oberon cho trứng và nhộng. Imidacloprid hoặc thiamethoxam nên được sử dụng trong các nhà cấy ghép ít nhất bảy ngày trước khi vận chuyển. Imidacloprid nên được phun trên toàn bộ cây và bên dưới lá; Trứng và ruồi thường được tìm thấy bên dưới lá. Xịt mỗi 14-21 ngày và luân phiên hàng tháng với Abamectin để bướm trắng không tích tụ sức đề kháng với hóa chất.,https://gd.eppo.int/media/data/taxon/T/TYLCV0/pics/1024x0/10609.jpg,
37,Tomato,Virus khảm,"Virus khảm cà chua (ToMV) và virus khảm thuốc lá (TMV) rất khó phân biệt. Virus khảm cà chua (ToMV) có thể gây vàng và còi cọc cho cây cà chua dẫn đến mất chân đế và giảm năng suất. ToMV có thể gây ra quả chín không đều, làm giảm năng suất hơn nữa. Virus khảm thuốc lá (TMV) từng được cho là phổ biến hơn trên cà chua.  TMV thường là mầm bệnh thuốc lá hơn là mầm bệnh cà chua. Lốm đốm sáng và màu xanh đậm trên lá. Lá cà chua non có đốm sáng và màu xanh đậm, phát triển còi cọc, lá cuộn tròn và dị dạng. Các triệu chứng vi-rút khảm thuốc lá trên cây giống cà chua Nếu cây bị nhiễm bệnh sớm, chúng có thể xuất hiện màu vàng và còi cọc tổng thể. Lá có thể bị cong, dị dạng hoặc giảm kích thước.","Sử dụng hạt giống sạch bệnh được chứng nhận hoặc xử lý hạt giống của riêng bạn. Ngâm hạt trong dung dịch trisodium phosphate 10% (Na3PO4) trong ít nhất 15 phút. Hoặc làm nóng hạt khô đến 158 ° F và giữ chúng ở nhiệt độ đó trong hai đến bốn ngày. Chỉ mua cấy ghép từ các nguồn có uy tín. Hỏi về các quy trình vệ sinh mà họ sử dụng để ngăn ngừa bệnh tật. Kiểm tra cấy ghép trước khi mua. Chỉ chọn cấy ghép không có triệu chứng rõ ràng. Tránh trồng ở những cánh đồng có mảnh vụn rễ cà chua, vì vi-rút có thể tồn tại lâu dài trong rễ. Rửa tay bằng xà phòng và nước trước và trong quá trình xử lý cây để giảm khả năng lây lan giữa các cây.",http://ucanr.edu/blogs/dirt/blogfiles/71403_original.jpg,
38,Tomato, Healthy,"Bón phân một tuần trước, cũng như vào ngày trồng. Họ đặc biệt yêu thích phốt pho, thúc đẩy sự hình thành hoa và các loại trái cây hoặc rau quả mọc từ chúng. Tránh nitơ cao khi cây cà chua của bạn có hoa vì nó thúc đẩy sự phát triển của cây nho hơn là sự phát triển của quả. Đừng đông cây giống cà chua.Cung cấp nhiều ánh sáng.Làm nóng đất vườn.Chôn thân cây.Phủ cà chua sau khi đất đã ấm lên.Loại bỏ lá phía dưới.Véo và cắt tỉa cho nhiều cà chua hơn.Tưới nước thường xuyên.","Cà chua (Solanum lycopersicum) là một loại trái cây thuộc họ hàng đêm có nguồn gốc từ Nam Mỹ.  Mặc dù thực vật là một loại trái cây, nó thường được ăn và chuẩn bị như một loại rau.  Cà chua là nguồn thực phẩm chính của chất chống oxy hóa lycopene, có liên quan đến nhiều lợi ích sức khỏe, bao gồm giảm nguy cơ mắc bệnh tim và ung thư.  Chúng cũng là một nguồn tuyệt vời của vitamin C, kali, folate và vitamin K.",https://cdn8.dissolve.com/p/D869_27_632/D869_27_632_1200.jpg,
