index,cate,disease_name,description,Possible_steps,image_url,cate_img
29,Cà chua, Bacterial Spot,"B?nh ??m vi khu?n c?a cà chua là m?t c?n b?nh có kh? n?ng tàn phá, trong tr??ng h?p nghiêm tr?ng, có th? d?n ??n trái cây không th? bán ???c và th?m chí ch?t cây.  B?nh ??m vi khu?n có th? x?y ra b?t c? n?i nào cà chua ???c tr?ng, nh?ng ???c tìm th?y th??ng xuyên nh?t ? vùng khí h?u ?m áp, ?m ??t, c?ng nh? trong nhà kính.  B?nh th??ng là m?t v?n ?? ? Wisconsin.B?nh ??m vi khu?n có th? ?nh h??ng ??n t?t c? các b? ph?n trên m?t ??t c?a cây cà chua, bao g?m lá, thân và qu?.  ??m vi khu?n xu?t hi?n trên lá d??i d?ng các khu v?c hình tròn nh? (nh? h?n ? inch), ?ôi khi ??t s?ng n??c (t?c là trông ?m ??t).  Các ??m ban ??u có th? có màu vàng-xanh, nh?ng s?m màu ??n nâu ?? khi chúng già ?i.  Khi b?nh n?ng, vàng lá lan r?ng và r?ng lá c?ng có th? x?y ra.  Trên qu? xanh, các ??m th??ng nh?, n?i lên và gi?ng nh? v?t ph?ng r?p, và có th? có qu?ng sáng màu vàng.  Khi qu? tr??ng thành, các ??m m? r?ng (??t kích th??c t?i ?a 1/4 inch) và chuy?n sang màu nâu, gh? và s?n sùi.  Các ??m tr??ng thành có th? ???c nâng lên, ho?c chìm v?i các c?nh n?i lên.","Tr?ng h?t gi?ng ho?c c?y ghép không có m?m b?nh ?? ng?n ch?n s? xâm nh?p c?a m?m b?nh ??m vi khu?n trên h?t gi?ng ho?c cây con b? ô nhi?m.  N?u không có ngu?n h?t gi?ng s?ch ho?c b?n nghi ng? r?ng h?t gi?ng c?a b?n b? ô nhi?m, hãy ngâm h?t gi?ng trong n??c ? 122 ° F trong 25 phút ?? tiêu di?t m?m b?nh.  ?? gi? cho lá khô ráo và ng?n ch?n s? lây lan c?a m?m b?nh, tránh t??i n??c trên cao (ví d?: b?ng ??a phép ho?c vòi phun n??c) c?a cây ?ã thành l?p và thay vào ?ó s? d?ng b?ng nh? gi?t ho?c vòi ngâm.  Ngoài ra, ?? ng?n ng?a lây lan, KHÔNG x? lý cây khi chúng ??t (ví d?: do s??ng) và th??ng xuyên kh? trùng d?ng c? b?ng dung d?ch t?y 10% ho?c (t?t h?n) c?n 70% (ví d?: c?n xát).  Khi ??m vi khu?n là m?t v?n ?? tái di?n, hãy xem xét s? d?ng các ?ng d?ng phòng ng?a các s?n ph?m g?c ??ng ?ã ??ng ký s? d?ng trên cà chua, ??c bi?t là trong th?i k? ?m áp, ?m ??t.  Tuy nhiên, hãy nh? r?ng n?u s? d?ng quá m?c ho?c trong th?i gian dài, ??ng có th? không còn ki?m soát ???c b?nh.  Hãy ch?c ch?n ??c và làm theo t?t c? các nhãn ...",https://www.growingproduce.com/wp-content/uploads/2019/08/bacterial_spot_tomato.jpg,https://i.imgur.com/zgsPhwk.png
30,Cà chua, Early Blight,"B?nh s??ng mai s?m là m?t trong nh?ng b?nh cà chua ph? bi?n nh?t, x?y ra g?n nh? m?i mùa ? b?t c? n?i nào cà chua ???c tr?ng. Nó ?nh h??ng ??n lá, qu? và thân cây và có th? h?n ch? n?ng su?t nghiêm tr?ng khi s? d?ng các gi?ng cây m?n c?m và th?i ti?t thu?n l?i. R?ng lá nghiêm tr?ng có th? x?y ra và d?n ??n cháy n?ng trên qu?. B?nh b?c lá s?m là ph? bi?n ? c? ??ng ru?ng và s?n xu?t cà chua ???ng h?m cao ? Minnesota.","C?t t?a ho?c cây c?c ?? c?i thi?n l?u thông không khí và gi?m các v?n ?? v? n?m. ??m b?o kh? trùng kéo c?t t?a c?a b?n (m?t ph?n thu?c t?y ??n 4 ph?n n??c) sau m?i l?n c?t. Gi? ??t d??i g?c cây s?ch s? và không có m?nh v?n v??n. Thêm m?t l?p phân h?u c? ?? ng?n các bào t? b?n ng??c lên th?m th?c v?t. Vòi t??i nh? gi?t và vòi ngâm có th? ???c s? d?ng ?? giúp gi? cho tán lá khô. ?? ki?m soát t?t nh?t, hãy áp d?ng thu?c di?t n?m g?c ??ng s?m, hai tu?n tr??c khi b?nh th??ng xu?t hi?n ho?c khi d? báo th?i ti?t d? ?oán th?i ti?t ?m ??t kéo dài. Ngoài ra, b?t ??u ?i?u tr? khi b?nh xu?t hi?n l?n ??u tiên và l?p l?i sau m?i 7-10 ngày mi?n là c?n thi?t. Ch?a ??ng và pyrethrins, Bonide® Garden Dust là m?t bi?n pháp ki?m soát an toàn, m?t b??c cho nhi?u cu?c t?n công c?a côn trùng và các v?n ?? v? n?m. ?? có k?t qu? t?t nh?t, hãy ph? c? ng?n và m?t d??i c?a lá b?ng m?t l?p màng m?ng ??ng nh?t ho?c b?i. Tùy thu?c vào m?t ?? tán lá, 10 oz s? bao ph? 625 sq ft. L?p l?i các ?ng d?ng c? sau 7-10 ngày, khi c?n thi?t.",https://extension.umn.edu/sites/extension.umn.edu/files/styles/large/public/early-blight-leaf-tomato.jpg?itok=woYQQlrF,
31,Cà chua, Late Blight,"B?nh s??ng mai là do oomycete Phytophthora infestans gây ra. Oomycetes là nh?ng sinh v?t gi?ng n?m còn ???c g?i là n?m m?c n??c, nh?ng chúng không ph?i là n?m th?c s?. Có nhi?u ch?ng P. infestans khác nhau. Chúng ???c g?i là dòng dõi vô tính và ???c ch? ??nh b?i m?t mã s? (t?c là US-23). Nhi?u dòng dõi vô tính ?nh h??ng ??n c? cà chua và khoai tây, nh?ng m?t s? dòng dõi ??c tr?ng cho v?t ch? này hay v?t ch? khác. B?nh s??ng mai là m?t c?n b?nh có kh? n?ng tàn phá cà chua và khoai tây, lây nhi?m lá, thân và qu? c?a cây cà chua. B?nh lây lan nhanh chóng trên các cánh ??ng và có th? d?n ??n m?t mùa hoàn toàn n?u không ???c ?i?u tr?. B?nh s??ng mai c?a khoai tây là nguyên nhân gây ra n?n ?ói khoai tây Ailen vào cu?i nh?ng n?m 1840.","V? sinh là b??c ??u tiên trong vi?c ki?m soát b?nh s??ng mai cà chua. D?n d?p t?t c? các m?nh v?n và trái cây r?i t? khu v?c v??n. ?i?u này ??c bi?t c?n thi?t ? nh?ng khu v?c ?m h?n, n?i không th? ?óng b?ng kéo dài và b?nh cà chua s??ng mai có th? ?an xen trong qu? r?ng. Hi?n t?i, không có gi?ng cà chua nào có kh? n?ng kháng b?nh b?c lá cà chua mu?n, vì v?y cây c?n ???c ki?m tra ít nh?t hai l?n m?t tu?n. Vì các tri?u ch?ng b?nh s??ng mai có nhi?u kh? n?ng x?y ra trong ?i?u ki?n ?m ??t, nên c?n c?n th?n h?n trong nh?ng th?i ?i?m ?ó. ??i v?i ng??i làm v??n t?i nhà, thu?c di?t n?m có ch?a maneb, mancozeb, chlorothanolil ho?c ??ng c? ??nh có th? giúp b?o v? cây kh?i b?nh b?c lá cà chua mu?n. Các ?ng d?ng l?p ?i l?p l?i là c?n thi?t trong su?t mùa sinh tr??ng vì b?nh có th? t?n công b?t c? lúc nào. ??i v?i ng??i làm v??n h?u c?, có m?t s? s?n ph?m ??ng c? ??nh ???c phê duy?t s? d?ng; N?u không, t?t c? các cây b? nhi?m b?nh ph?i ???c lo?i b? và tiêu h?y ngay l?p t?c.","https://www.canr.msu.edu/contentAsset/image/e97d1ef0-5b55-49b0-ab4e-c57dcbeca65e/fileAsset/filter/Resize,Jpeg/resize_w/750/jpeg_q/80",
32,Cà chua, Leaf Mold,"N?m m?c lá cà chua là m?t b?nh n?m có th? phát tri?n khi có th?i gian ?m ??t lá kéo dài và ?? ?m t??ng ??i cao (l?n h?n 85%). Do yêu c?u ?? ?m này, b?nh ???c nhìn th?y ch? y?u trong các nhà kho và nhà kính. N?m m?c lá cà chua có th? phát tri?n trong nhi?t ?? ??u mùa xuân (50,9 ?? F) ho?c nh?ng ??c ?i?m c?a mùa hè (90 F). Nhi?t ?? t?i ?u khuôn lá cà chua là ? nh?ng n?m 70 th?p.  Các tri?u ch?ng c?a b?nh bao g?m các ??m vàng ? b? m?t lá phía trên. Các kh?i bào t? màu xanh ô liu r?i r?c có th? ???c nhìn th?y ? m?t d??i c?a lá b? ?nh h??ng.","Khi x? lý cây cà chua b?ng thu?c di?t n?m, hãy ch?c ch?n che ph? t?t c? các khu v?c c?a cây trên ??t, ??c bi?t là m?t d??i c?a lá, n?i b?nh th??ng hình thành. Thu?c x?t g?c canxi clorua ???c khuy?n cáo ?? ?i?u tr? các v?n ?? v? n?m m?c lá. Các l?a ch?n thu?c di?t n?m h?u c? c?ng có s?n.",https://www.gardeningknowhow.com/wp-content/uploads/2018/04/tomato-leaf-mold-400x300.jpg,
33,Cà chua, Septoria Leaf Spot,"B?nh ??m lá Septoria là do m?t lo?i n?m, Septoria lycopersici gây ra. ?ây là m?t trong nh?ng b?nh phá ho?i nh?t c?a tán lá cà chua và ??c bi?t nghiêm tr?ng ? nh?ng khu v?c có th?i ti?t ?m ??t, ?m ??t kéo dài trong th?i gian dài. ??m lá Septoria th??ng xu?t hi?n ? lá d??i sau khi b? qu? ??u tiên. Các ??m có hình tròn, ???ng kính kho?ng 1/16 ??n 1/4 inch v?i rìa màu nâu s?m và trung tâm màu nâu ??n xám v?i c?u trúc qu? nh? màu ?en. ??c tr?ng, có nhi?u ??m trên lá. B?nh này lây lan lên t? t?ng tr??ng già nh?t ??n tr? nh?t. N?u t?n th??ng lá nhi?u, lá chuy?n sang màu h?i vàng, sau ?ó màu nâu, và sau ?ó khô héo. Nhi?m trùng trái cây là r?t hi?m.","Lo?i b? lá b?nh.  C?i thi?n l?u thông không khí xung quanh cây. Ph? xung quanh g?c cây. Ph? r?m s? làm gi?m ??t b?n tung tóe, có th? ch?a bào t? n?m liên quan ??n các m?nh v?n. Áp d?ng l?p ph? sau khi ??t ?ã ?m lên. Không s? d?ng t??i n??c trên cao. T??i n??c trên cao t?o ?i?u ki?n cho nhi?m trùng và lây lan b?nh. S? d?ng vòi ngâm ? g?c cây ?? gi? cho tán lá khô. T??i n??c vào ??u ngày. Ki?m soát c? d?i. Nighthade và horsenettle th??ng là v?t ch? c?a ??m lá Septoria và nên ???c di?t tr? xung quanh khu v??n. S? d?ng luân canh cây tr?ng. N?m t?i không tr?ng cà chua tr? l?i cùng v? trí n?i cà chua b? b?nh phát tri?n. ??i 1 n?m2 tr??c khi tr?ng l?i cà chua ? nh?ng khu v?c này. S? d?ng thu?c x?t di?t n?m.",https://www.missouribotanicalgarden.org/portals/0/Gardening/Gardening%20Help/images/Pests/Septoria_Leaf_Spot_of_Tomato187.jpg,
34,Cà chua, Spider Mites | Two-Spotted Spider Mite,"Nh?n nh?n hai ??m là loài ve ph? bi?n nh?t t?n công cây rau và trái cây ? New England. Nh?n nh?n có th? x?y ra trong cà chua, cà tím, khoai tây, cây nho nh? d?a, d?a chu?t và các lo?i cây tr?ng khác. Nh?n nh?n hai ??m là m?t trong nh?ng loài gây h?i quan tr?ng nh?t c?a cà tím. Chúng có t?i 20 th? h? m?i n?m và ???c ?a chu?ng b?i nit? d? th?a và ?i?u ki?n khô và b?i. S? bùng phát th??ng ???c gây ra b?i vi?c s? d?ng thu?c tr? sâu ph? r?ng can thi?p vào nhi?u k? thù t? nhiên giúp qu?n lý qu?n th? ve. Nh? v?i h?u h?t các loài gây h?i, b?t v?n ?? s?m s? có ngh?a là ki?m soát d? dàng h?n.","Tránh nh?ng cánh ??ng c? d?i và không tr?ng cà tím li?n k? v?i cây h? ??u. Tránh các ?ng d?ng thu?c tr? sâu ??u mùa, ph? r?ng cho các loài gây h?i khác. ??ng bón phân quá nhi?u. T??i tiêu trên cao ho?c th?i gian m?a kéo dài có th? giúp gi?m dân s?.",https://entomology.ca.uky.edu/files/styles/panopoly_image_original/public/310a.jpg?itok=XNlP0H9H,
35,Cà chua, Target Spot,"B?nh b?t ??u trên lá già và lan lên trên. D?u hi?u ??u tiên là nh?ng ??m có hình d?ng không ??u (d??i 1 mm) v?i l? màu vàng . M?t s? ?i?m phóng to lên ??n 10 mm và hi?n th? các vòng ??c ?i?m, do ?ó có tên là ""?i?m m?c tiêu"" . Lây lan sang t?t c? các lá chét và sang các lá khác r?t nhanh , khi?n lá chuy?n sang màu vàng, s?p ?? và ch?t . Các ??m c?ng x?y ra trên thân cây. Chúng dài và m?ng. Nh?ng ??m nh? màu nâu nh?t v?i rìa t?i c?ng có th? x?y ra trên qu?. Các bào t? ???c phát tán b?i m?a gió th?i, và n?u th?i ti?t ?m ??t gió ti?p t?c trong m?t vài ngày, s? lây lan nhanh chóng và cây m?t lá nhanh chóng.","Ki?m soát v?n hóa là quan tr?ng. Nh?ng ?i?u sau ?ây nên ???c th?c hi?n: Không tr?ng cây m?i bên c?nh nh?ng cây c? có b?nh. Tr?ng càng xa ?u ?? càng t?t, ??c bi?t n?u lá có nh?ng ??m góc nh? (?nh 5). Ki?m tra t?t c? các cây con trong v??n ??m, và v?t b? b?t k? cây con nào có ??m lá. Lo?i b? m?t vài nhánh t? ph?n d??i c?a cây ?? cho phép lu?ng không khí t?t h?n ? g?c Lo?i b? và ??t lá d??i ngay khi th?y b?nh, ??c bi?t là sau khi giàn qu? th?p h?n ?ã ???c hái. Gi? cho các m?nh ??t không có c? d?i, vì m?t s? có th? là v?t ch? c?a n?m. Không s? d?ng n??c t??i trên cao; N?u không, nó s? t?o ?i?u ki?n cho s?n xu?t bào t? và nhi?m trùng. Thu th?p và ??t càng nhi?u cây tr?ng càng t?t khi thu ho?ch hoàn t?t. Th?c hành luân canh cây tr?ng, ?? l?i 3 n?m tr??c khi tr?ng l?i cà chua trên cùng m?t vùng ??t.",https://barmac.com.au/wp-content/uploads/sites/3/2016/01/Target-Spot-Tomato1.jpg,
36,Cà chua, Yellow Leaf Curl Virus,"Tomato yellow leaf curl virus là m?t loài thu?c chi Begomovirus và h? Geminiviridae. Nhi?m vi-rút xo?n lá vàng cà chua (TYLCV) gây ra các tri?u ch?ng nghiêm tr?ng trên cây cà chua và gây t?n th?t n?ng su?t nghiêm tr?ng trên toàn th? gi?i. TYLCV ???c truy?n liên t?c b?i ru?i tr?ng khoai lang, Bemisia tabaci (Gennadius). Các gi?ng cây tr?ng và gi?ng lai v?i m?t ho?c m?t vài gen có kh? n?ng kháng TYLCV th??ng ???c tr?ng ?? gi?m thi?u t?n th?t do TYLCV gây ra. Nh?ng ki?u gen kháng thu?c này (gi?ng ho?c gi?ng lai) không mi?n d?ch v?i TYLCV. Chúng th??ng b? nhi?m trùng toàn thân, bi?u hi?n các tri?u ch?ng nh? và t?o ra cà chua d? bán trên th? tr??ng h?n so v?i các ki?u gen nh?y c?m d??i áp l?c TYLCV. Trong m?t s? h? th?ng b?nh lý, vi?c s? d?ng r?ng rãi các gi?ng kháng b?nh v?i gen kháng tr?i duy nh?t ?ã d?n ??n áp l?c ch?n l?c m?nh m? ??i v?i virus, phát tri?n các ch?ng có ??c l?c cao và s? c? kháng thu?c.",Ch? s? d?ng c?y ghép cà chua và h?t tiêu không có vi-rút và ru?i tr?ng. C?y ghép nên ???c ?i?u tr? b?ng Capture (bifenthrin) ho?c Venom (dinotefuran) cho ng??i l?n ru?i tr?ng và Oberon cho tr?ng và nh?ng. Imidacloprid ho?c thiamethoxam nên ???c s? d?ng trong các nhà c?y ghép ít nh?t b?y ngày tr??c khi v?n chuy?n. Imidacloprid nên ???c phun trên toàn b? cây và bên d??i lá; Tr?ng và ru?i th??ng ???c tìm th?y bên d??i lá. X?t m?i 14-21 ngày và luân phiên hàng tháng v?i Abamectin ?? b??m tr?ng không tích t? s?c ?? kháng v?i hóa ch?t.,https://gd.eppo.int/media/data/taxon/T/TYLCV0/pics/1024x0/10609.jpg,
37,Cà chua, Mosaic Virus,"Virus kh?m cà chua (ToMV) và virus kh?m thu?c lá (TMV) r?t khó phân bi?t. Virus kh?m cà chua (ToMV) có th? gây vàng và còi c?c cho cây cà chua d?n ??n m?t chân ?? và gi?m n?ng su?t. ToMV có th? gây ra qu? chín không ??u, làm gi?m n?ng su?t h?n n?a. Virus kh?m thu?c lá (TMV) t?ng ???c cho là ph? bi?n h?n trên cà chua.  TMV th??ng là m?m b?nh thu?c lá h?n là m?m b?nh cà chua. L?m ??m sáng và màu xanh ??m trên lá. Lá cà chua non có ??m sáng và màu xanh ??m, phát tri?n còi c?c, lá cu?n tròn và d? d?ng. Các tri?u ch?ng vi-rút kh?m thu?c lá trên cây gi?ng cà chua N?u cây b? nhi?m b?nh s?m, chúng có th? xu?t hi?n màu vàng và còi c?c t?ng th?. Lá có th? b? cong, d? d?ng ho?c gi?m kích th??c.","S? d?ng h?t gi?ng s?ch b?nh ???c ch?ng nh?n ho?c x? lý h?t gi?ng c?a riêng b?n. Ngâm h?t trong dung d?ch trisodium phosphate 10% (Na3PO4) trong ít nh?t 15 phút. Ho?c làm nóng h?t khô ??n 158 ° F và gi? chúng ? nhi?t ?? ?ó trong hai ??n b?n ngày. Ch? mua c?y ghép t? các ngu?n có uy tín. H?i v? các quy trình v? sinh mà h? s? d?ng ?? ng?n ng?a b?nh t?t. Ki?m tra c?y ghép tr??c khi mua. Ch? ch?n c?y ghép không có tri?u ch?ng rõ ràng. Tránh tr?ng ? nh?ng cánh ??ng có m?nh v?n r? cà chua, vì vi-rút có th? t?n t?i lâu dài trong r?. R?a tay b?ng xà phòng và n??c tr??c và trong quá trình x? lý cây ?? gi?m kh? n?ng lây lan gi?a các cây.",http://ucanr.edu/blogs/dirt/blogfiles/71403_original.jpg,
38,Cà chua, Healthy,"Bón phân m?t tu?n tr??c, c?ng nh? vào ngày tr?ng. H? ??c bi?t yêu thích ph?t pho, thúc ??y s? hình thành hoa và các lo?i trái cây ho?c rau qu? m?c t? chúng. Tránh nit? cao khi cây cà chua c?a b?n có hoa vì nó thúc ??y s? phát tri?n c?a cây nho h?n là s? phát tri?n c?a qu?. ??ng ?ông cây gi?ng cà chua.Cung c?p nhi?u ánh sáng.Làm nóng ??t v??n.Chôn thân cây.Ph? cà chua sau khi ??t ?ã ?m lên.Lo?i b? lá phía d??i.Véo và c?t t?a cho nhi?u cà chua h?n.T??i n??c th??ng xuyên.","Cà chua (Solanum lycopersicum) là m?t lo?i trái cây thu?c h? hàng ?êm có ngu?n g?c t? Nam M?.  M?c dù th?c v?t là m?t lo?i trái cây, nó th??ng ???c ?n và chu?n b? nh? m?t lo?i rau.  Cà chua là ngu?n th?c ph?m chính c?a ch?t ch?ng oxy hóa lycopene, có liên quan ??n nhi?u l?i ích s?c kh?e, bao g?m gi?m nguy c? m?c b?nh tim và ung th?.  Chúng c?ng là m?t ngu?n tuy?t v?i c?a vitamin C, kali, folate và vitamin K.",https://cdn8.dissolve.com/p/D869_27_632/D869_27_632_1200.jpg,
